FID,gid,nid_id1,lat,lon,cordfrom,dmname,owname,county,city,state,water,btyear,stor,fedreg,esth,esthfr,huc02,qyr,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,mwhyr,mwh01,mwh02,mwh03,mwh04,mwh05,mwh06,mwh07,mwh08,mwh09,mwh10,mwh11,mwh12,cf,mw
ReAtlas_NonPowered_Dams.152,152,IN03004,40.7156109400,-85.9564787800,NHD,MISSISSINEWA LAKE DAM,CELRL,MIAMI,PERU,IN,MISSISSINEWA RIVER,1967,368400,CE,122,Head estimated from NID,5,755.208380000,1216.39614500,1155.08320800,1144.76799000,938.929654100,932.564169500,824.453444800,543.406582200,271.128990400,298.281878600,413.065099100,496.299368400,851.890330500,57792.0395000,7905.78656400,6780.78005800,7440.24997900,5905.58148900,6061.06268100,5185.56100600,3531.79058700,1762.16271100,1876.10214800,2684.65542500,3121.57183500,5536.73501400,47.9796686500,13.7501257700
ReAtlas_NonPowered_Dams.154,154,KY03011,37.2778928800,-86.2472038400,NHD,NOLIN LAKE DAM,CELRL,EDMONSON,KYROCK,KY,NOLIN RIVER,1963,609400,CE,102,Head estimated by upstream/downstream pool elevation,5,893.069871300,1520.37934300,1573.15682700,1401.21581500,1168.30417500,954.773702000,527.858259300,229.079277200,209.473273000,390.096552100,522.943193500,853.711721400,1411.26412600,57418.3480700,8302.06339100,7758.94086200,7651.36843700,6173.75761100,5213.56188800,2789.40109400,1250.89221300,1143.83321400,2061.41654600,2855.54231100,4511.33304900,7706.23745200,47.9796686500,13.6612155300
ReAtlas_NonPowered_Dams.155,155,FL00287,27.4011619600,-81.1150670500,NHD,STRUCTURE 65C,,OKEECHOBEE,NO D/S TOWN,FL,,1967,6100,,25,Head estimated from NID,3,1956.93622000,1204.23342000,883.831775300,951.398705600,540.025588100,346.806266400,1866.04033800,3121.17755000,4071.38050300,4870.23829400,2745.57492300,1431.50136400,1375.56615200,31791.9982300,1661.57771600,1101.47826600,1312.72132300,721.080718700,478.516502300,2491.67028000,4306.53972800,5617.61117500,6503.08986600,3788.29057000,1911.44281900,1897.97926800,26.6610582900,13.6124511800
ReAtlas_NonPowered_Dams.160,160,FL00286,27.5023490200,-81.1958147200,NHD,STRUCTURE 65B,,OKEECHOBEE,MICCO BLUFF,FL,,1965,7715,,26,Head estimated from NID,3,1854.41079000,1141.14268200,837.527132400,901.554178000,511.733222200,328.636812900,1768.27701500,2957.65660000,3858.07767100,4615.08267300,2601.73209000,1356.50388000,1303.49915700,30940.6171700,1617.08111700,1071.98097800,1277.56700300,701.770373300,465.701960500,2424.94402800,4191.21176600,5467.17307600,6328.93888900,3686.84118000,1860.25490000,1847.15189900,26.6610582900,13.2479134400
ReAtlas_NonPowered_Dams.162,162,WV06106,39.6197359400,-79.9688349200,NHD,MORGANTOWN LOCK AND DAM,CELRP,MONONGALIA,MORGANTOWN,WV,MONONGAHELA RIVER,1950,6200,CE,17,Lock/Dam lift from USACE,5,5121.33719600,7052.26092900,7307.86608300,9099.07277500,8072.67542700,6068.37935100,4152.69653700,2814.90597500,1884.87806100,2259.80228100,2165.84270300,4618.56709400,6126.13071900,54610.1894000,6386.86171800,5977.86438900,8240.55152800,7075.15882000,5495.81193300,3639.56011800,2549.31225500,1707.03490000,1980.56520200,1961.48979600,4047.86442900,5548.11430800,47.9796686500,12.9930865700
ReAtlas_NonPowered_Dams.163,163,NC00205,34.6268123500,-78.5776699200,NHD,,CESAW,BLADEN,WESTBROOK,NC,CAPE FEAR RIVER,1917,3000,CE,9,Lock/Dam lift from USACE,3,5337.61109000,5983.91760800,6731.48441000,8657.22555300,8030.38268600,3499.44358200,3626.38373300,3089.99404400,3648.92856300,6588.02396000,3947.45796400,4402.08878800,6022.71363300,30132.1989700,2869.05143400,2915.14331600,4150.79668800,3726.04874200,1677.84456400,1682.62000400,1481.52973100,1749.51669000,3056.80306200,1892.64971100,2042.54243300,2887.65259100,26.6610582900,12.9017712000
ReAtlas_NonPowered_Dams.311,311,OH00004,40.6486474000,-81.4323020500,NHD,BOLIVAR DAM,CELRH,TUSCARAWAS AND STARK,BOLIVAR,OH,SANDY CREEK,1938,149600,CE,67,Head estimated from NID,5,403.743610000,633.440485800,538.567426800,680.181606400,632.197876700,449.219596700,359.962425200,228.374711800,175.294355800,226.050157100,199.963971400,259.901943000,470.401325100,16967.6561500,2260.94938300,1736.28671700,2427.78322100,2183.72334000,1603.40678000,1243.37391600,815.141556600,625.680982600,780.817244300,713.734640800,897.747303300,1679.01106700,47.9796686500,4.03701631000
ReAtlas_NonPowered_Dams.165,165,OH00699,39.8693651400,-81.9100083200,NHD,MUSKINGUM RIVER LOCK AND DAM NO. 9,,MUSKINGUM,Columbus,OH,MUSKINGUM RIVER,1841,3120,,12,Head estimated from NID,5,6734.30488000,10565.5699500,8983.11988200,11345.1958100,10544.8436600,7492.82873400,6004.04974000,3809.21183100,2923.84970700,3770.43905600,3335.33043000,4335.07523000,7846.13269700,53519.3437000,7131.48156900,5476.59174300,7657.70849500,6887.89535400,5057.46213800,3921.84726900,2571.11770500,1973.52157900,2462.85203400,2251.26023400,2831.67256900,5295.93301200,47.9796686500,12.7335479600
ReAtlas_NonPowered_Dams.166,166,KY03005,37.1687766100,-86.4031946400,NHD,,CELRL,BUTLER,WOODBURY KENTUCKY,KY,GREEN RIVER,1934,10070,CE,22,Head estimated from NID,5,3806.36466200,6480.02848300,6704.97208200,5972.14006600,4979.44435300,4069.35335700,2249.79152100,976.361753300,892.798748900,1662.63556600,2228.84295600,3638.61578200,6014.96710300,53481.0347100,7732.77106200,7226.89174300,7126.69581700,5750.40829700,4856.05548900,2598.12519500,1165.11554400,1065.39783700,1920.06028600,2659.73095000,4201.98016000,7177.80233300,47.9796686500,12.7244333300
ReAtlas_NonPowered_Dams.168,168,KY03055,38.1176016700,-83.5323594500,NHD,CAVE RUN LAKE DAM,CELRL,BATH,FARMERS,KY,LICKING RIVER,1974,614100,CE,80,Head estimated by upstream/downstream pool elevation,5,1053.41719600,1536.02913200,1816.24610800,1997.04816900,1487.44272800,1174.37295700,719.760855700,338.031695400,274.849690000,410.199956500,585.333846500,1000.78037100,1355.52380900,53157.9032200,6583.17985700,7030.84141300,8559.03511500,6169.30272500,5033.17823400,2985.27299700,1448.75080900,1177.96264700,1701.34127700,2508.64902700,4150.82675400,5809.56236400,47.9796686500,12.6475525200
ReAtlas_NonPowered_Dams.169,169,PA00121,40.2653184700,-79.9005254500,NHD,MONONGAHELA LOCKS AND DAM 03,CELRP,ALLEGHENY,ELIZABETH,PA,MONONGAHELA RIVER,1907,16300,CE,8,Lock/Dam lift from USACE,5,10558.9795200,14540.0851100,15067.0821600,18760.1244300,16643.9371600,12511.5552500,8561.87280600,5803.66677500,3886.17036400,4659.17495400,4465.45264700,9522.38711800,12630.6248300,52985.0470600,6196.79536800,5799.96937300,7995.32130100,6864.60946500,5332.26229600,3531.25060100,2473.44737800,1656.23532000,1921.62564500,1903.11790300,3927.40420100,5383.00820700,47.9796686500,12.6064258500
ReAtlas_NonPowered_Dams.171,171,NC00206,34.8353958100,-78.8230235200,NHD,,CESAW,BLADEN,TAR HEEL,NC,CAPE FEAR RIVER,1935,2000,CE,9,Lock/Dam lift from USACE,3,5149.02942000,5772.50146000,6493.65618500,8351.35949700,7746.66344300,3375.80570300,3498.26096600,2980.82231400,3520.00927100,6355.26429700,3807.99141100,4246.55980000,5809.92679300,29067.6065300,2767.68576700,2812.14918900,4004.14603200,3594.40473800,1618.56509900,1623.17181900,1429.18621100,1687.70499700,2948.80399400,1825.78102400,1970.37792800,2785.62973100,26.6610582900,12.4459422700
ReAtlas_NonPowered_Dams.172,172,KY03028,37.4327471400,-82.4177224500,NHD,FISHTRAP DAM,CELRH,PIKE,MILLARD,KY,LEVISA FORK OF BIG SANDY RIVER,1969,164360,CE,152,Head estimated from NID,5,547.293500000,693.132971600,840.380589100,913.214068900,1102.30040100,653.513028000,486.671255700,364.550732400,243.094287800,197.449057200,234.339166900,384.635297400,482.019959600,52180.1433900,5612.68107900,6146.47553700,7394.79946200,8638.00266300,5291.85648000,3813.72228400,2951.96893200,1968.46891700,1547.27829300,1897.57386000,3014.13364300,3903.18224300,47.9796686500,12.4149197800
ReAtlas_NonPowered_Dams.175,175,KY01204,37.6772455400,-83.9480886500,NHD,,COMMONWEALTH OF KENTUCKY,ESTILL,RAVENNA KENTUCKY,KY,KENTUCKY RIVER,1910,13250,,23,Head estimated from NID,5,3561.57912100,5528.87082600,6440.98338800,6289.55066100,6015.79111400,3941.36233000,2683.76220700,1341.11408800,1035.70204300,1557.63012900,1407.98819800,2687.15797000,4045.68933000,51382.0967800,6774.45713100,7128.30989700,7706.50873700,7133.29794600,4829.30258000,3182.30388700,1643.25052600,1269.03292100,1846.97899100,1725.19054800,3186.33045400,4957.13316300,47.9796686500,12.2250451600
ReAtlas_NonPowered_Dams.176,176,KY01205,37.6016304100,-83.8326539800,NHD,,COMMONWEALTH OF KENTUCKY,LEE,PRYSE KENTUCKY,KY,KENTUCKY RIVER,1915,5540,,24,Head estimated from NID,5,3400.99571600,5279.58676600,6150.57427200,6005.96929800,5744.55293800,3763.65537400,2562.75754600,1280.64634000,989.004621800,1487.40017200,1344.50525100,2566.00020200,3863.27850900,51198.6744000,6750.27386200,7102.86345500,7678.99825600,7107.83369700,4812.06306900,3170.94378700,1637.38449600,1264.50276200,1840.38569700,1719.03201100,3174.95598000,4939.43732700,47.9796686500,12.1814045400
ReAtlas_NonPowered_Dams.179,179,FL00103,30.1220230200,-85.1763948400,NHD,DEAD LAKES DAM,DEAD LAKES WATER MNGEMNT,GULF,WEWAHITCHKA,FL,CHIPOLA RIVER,1962,40600,,18,Head estimated from NID,3,2494.74274000,2685.27229300,3334.10618100,4141.19794200,3401.96274800,2255.54966800,2193.89292500,2484.68827400,2003.13202100,1809.03220300,1436.94574500,1829.58240200,2418.76304700,28166.9396100,2574.96336900,2887.74266000,3971.08071100,3156.98006300,2162.89342000,2035.90595600,2382.61918800,1920.84489600,1678.75988600,1377.91711800,1697.83022100,2319.40211900,26.6610582900,12.0603017000
ReAtlas_NonPowered_Dams.184,184,FL00271,27.8038114900,-81.1985114500,NHD,STRUCTURE 65,,OSCEOLA,TURKEY HAMMOCK,FL,,1964,730000,,28,Head estimated from NID,3,1517.83394000,934.024490700,685.515374500,737.921466800,418.853285900,268.989002500,1447.33350500,2420.83986700,3157.83388700,3777.44195400,2129.51590300,1110.29748100,1066.91315200,26657.7616900,1393.24186100,923.595456400,1100.72389700,604.630065000,401.238663500,2089.27894500,3611.05674900,4710.39721600,5452.87586600,3176.50204000,1602.75509500,1591.46583500,26.6610582900,11.4141136000
ReAtlas_NonPowered_Dams.186,186,KY01206,37.5523756800,-83.7695778500,NHD,,COMMONWEALTH OF KENTUCKY,LEE,HEIDELBERG,KY,KENTUCKY RIVER,1917,6370,,23,Head estimated from NID,5,3245.69501100,5038.50338600,5869.71872300,5731.71689100,5482.23766600,3591.79443100,2445.73356700,1222.16779600,943.843402200,1419.48056400,1283.11069800,2448.82815200,3686.86844500,46824.9081400,6173.61596300,6496.08476600,7023.00190800,6500.63041500,4400.98135100,2900.05851300,1497.50710400,1156.47966200,1683.16645300,1572.17968900,2903.72795500,4517.47436500,47.9796686500,11.1407796200
ReAtlas_NonPowered_Dams.188,188,OH00697,39.6440254700,-81.8503396500,NHD,MUSKINGUM RIVER LOCK AND DAM NO. 7,,MORGAN,Columbus,OH,MUSKINGUM RIVER,1841,2999,,10,Head estimated from NID,5,6978.70183000,10949.0086500,9309.12934300,11756.9281700,10927.5301700,7764.75353100,6221.94475200,3947.45323400,3029.96013200,3907.27334300,3456.37404100,4492.40092000,8130.87936800,46575.5145100,6206.21256500,4766.03524300,6664.16455200,5994.23027000,4401.28531000,3413.00998400,2237.52986700,1717.46842500,2143.31104900,1959.17207600,2464.27922500,4608.81595000,47.9796686500,11.0814428400
ReAtlas_NonPowered_Dams.189,189,KY03006,37.2066750100,-86.2606828400,NHD,,CELRL,EDMONSON,BROWNSVILLE KENTUCKY,KY,GREEN RIVER,1905,9150,CE,18,Head estimated from NID,5,4052.08677000,6898.35053100,7137.81549700,6357.67507900,5300.89531100,4332.05285600,2395.02813600,1039.39136000,950.433897100,1769.96798200,2372.72722300,3873.50876200,6403.26684100,46258.4966600,6688.47127300,6250.91024100,6164.24563200,4973.82379400,4200.25206800,2247.25206400,1007.76833900,921.517367000,1660.75886200,2300.53804900,3634.50868600,6208.45028500,47.9796686500,11.0060166100
ReAtlas_NonPowered_Dams.198,198,OH00007,39.9919004000,-82.0828641200,NHD,DILLON DAM,CELRH,MUSKINGUM,ZANESVILLE,OH,LICKING RIVER,1960,274000,CE,90,Head estimated from NID,5,768.234690000,1205.29698400,1024.77456000,1294.23498600,1202.93257300,854.765423000,684.928789700,434.546508200,333.546344200,430.123395200,380.487160000,494.535848100,895.069562100,43368.8407400,5778.92154600,4437.89887400,6205.34403500,5581.53400300,4098.26157900,3178.02794000,2083.47835700,1599.22258300,1995.74640200,1824.28519900,2294.61626800,4291.50395900,47.9796686500,10.3184974900
ReAtlas_NonPowered_Dams.208,208,VA00501,37.9511895400,-79.9579350500,NHD,GATHRIGHT DAM,CENAO,ALLEGHANY,COVINGTON,VA,JACKSON RIVER,1978,421500,CE,182,Head estimated by upstream/downstream pool elevation,2,338.152149900,356.525296900,394.387982400,515.684274600,551.965463600,405.762922600,310.773814300,174.121592900,131.143072900,274.127105100,206.993630700,355.705375200,390.592386100,38603.3443700,3456.78172700,3453.83525200,4999.94809100,5179.08540900,3934.17765500,2915.98702000,1688.24020600,1271.53103000,2572.13138200,2006.95941200,3337.57932400,3787.08785900,47.5726990500,9.26324248800
ReAtlas_NonPowered_Dams.210,210,IN03006,40.8460595400,-85.4685655800,NHD,J. EDWARD ROUSH LAKE DAM,CELRL,HUNTINGTON,HUNTINGTON,IN,WABASH RIVER,1968,153100,CE,84,Head estimated from NID,5,706.910010000,1138.60311100,1081.21136300,1071.55584200,878.881628900,872.923240500,771.726596700,508.653720800,253.789288400,279.205648900,386.648057800,464.559187600,797.408792000,37246.4432700,5095.20746000,4370.15101000,4795.17336900,3806.09350100,3906.29971300,3342.04685500,2276.20687700,1135.69782300,1209.13075300,1730.23597800,2011.82462600,3568.37530600,47.9796686500,8.86183086500
ReAtlas_NonPowered_Dams.324,324,OH02769,41.4163443400,-83.8712679800,NHD,GRAND RAPIDS DAM,,WOOD,Columbus,OH,MAUMEE RIVER,1907,0,,5,Head estimated from NID,4,6124.33782300,10409.7893900,9231.93176100,9912.76232600,8765.16148800,7257.38591800,5578.21717900,3193.73480800,2608.01945300,1873.67358600,3048.15625900,3401.20575200,8355.36075000,21512.3847100,3105.56189500,2487.63792800,2957.28336200,2530.56635300,2165.10251300,1610.47217700,952.789797500,778.052805300,540.943294500,909.359217100,981.953024700,2492.66233900,66.2996379800,3.70401974100
ReAtlas_NonPowered_Dams.211,211,OH00701,40.0431508000,-81.9769842500,NHD,MUSKINGUM RIVER LOCK AND DAM NO. 11,,MUSKINGUM,Columbus,OH,MUSKINGUM RIVER,1841,1461,,10,Head estimated from NID,5,5522.99133000,8665.11871600,7367.30725900,9304.51163000,8648.12050300,6145.07790600,4924.08871400,3124.04090600,2397.93072500,3092.24227100,2735.39754600,3555.31615200,6434.83234400,37102.6750200,4943.95156500,3796.68713400,5308.76221600,4775.08364600,3506.12248100,2718.84919800,1782.44608400,1368.15821500,1707.39012000,1560.70256200,1963.07764300,3671.44415200,47.9796686500,8.82762491500
ReAtlas_NonPowered_Dams.213,213,IN03005,40.8067642700,-85.6784075100,NHD,SALAMONIE LAKE DAM,CELRL,WABASH,LAGRO IND,IN,SALAMONIE RIVER,1966,263600,CE,114,Head estimated from NID,5,513.812080000,827.584876000,785.870126900,778.852085900,638.808322700,634.477514200,560.923515400,369.711027700,184.464783800,202.938469100,281.032154000,337.661256900,579.590420600,36740.9644200,5026.05939100,4310.84282500,4730.09712200,3754.44025200,3853.28654600,3296.69127600,2245.31602300,1120.28504300,1192.72140000,1706.75460300,1984.52175600,3519.94817800,47.9796686500,8.74156520400
ReAtlas_NonPowered_Dams.214,214,NC00752,35.5387765400,-78.9910570500,NHD,Buckhorn Lake Dam,,Chatham,,NC,Cape Fear River,1915,2100,,10,Head estimated from NID,3,3237.73065000,3629.77240600,4083.23743100,5251.36883300,4871.13349300,2122.72036200,2199.72073000,1874.35320000,2213.39615200,3996.21604800,2394.48049400,2670.25408100,3653.30560700,20308.6991700,1933.70230200,1964.76761400,2797.58146300,2511.30702700,1130.84480000,1134.06338200,998.531227700,1179.15085400,2060.24438800,1275.62059700,1376.64628700,1946.23923300,26.6610582900,8.69562126700
ReAtlas_NonPowered_Dams.215,215,VA05101,37.2328935400,-82.3442280500,NHD,JOHN W FLANNAGAN DAM,CELRH,DICKENSON,ELKHORN CITY,VA,POUND RIVER,1963,145700,CE,188,Head estimated by upstream/downstream pool elevation,5,307.095400000,388.928330400,471.551394500,512.419460100,618.518916300,366.696927200,273.079259900,204.555422200,136.404210100,110.791919200,131.491567500,215.825202600,270.469341000,36213.6709000,3895.27073400,4265.73075100,5132.08313900,5994.88168000,3672.61445700,2646.77087300,2048.70328900,1366.14200100,1073.83045000,1316.93994700,2091.84637500,2708.85720100,47.9796686500,8.61610930600
ReAtlas_NonPowered_Dams.217,217,IN03017,39.4399304700,-85.0028925100,NHD,BROOKVILLE LAKE DAM,CELRL,FRANKLIN,BROOKVILLE IND,IN,EAST FORK OF WHITEWATER RIVER,1974,359600,CE,147,Head estimated from NID,5,383.893740000,665.360494200,463.646204200,675.944850000,505.515019600,434.807555200,375.725082900,255.706974000,121.942197400,168.306100800,231.961037900,254.244987000,453.805461600,35397.2689100,5210.56196800,3279.52239100,5293.45003000,3831.07962700,3405.05895700,2847.45785000,2002.48894400,954.952061900,1275.51912200,1816.53009600,1926.81276000,3553.83510100,47.9796686500,8.42186750100
ReAtlas_NonPowered_Dams.219,219,NY00468,42.7335951300,-77.9072547900,NHD,MOUNT MORRIS DAM,CELRB,LIVINGSTON,,NY,GENESEE RIVER,1952,408000,CE,57,Head estimated by upstream/downstream pool elevation,4,1351.78244400,1624.73339100,1581.57044800,2473.59329300,2829.72550300,1332.01716600,927.694381000,538.379113600,617.692131500,709.563353900,812.587265500,1085.23322000,1715.51783200,48652.9004600,4966.52778400,4366.72298600,7561.34507100,8370.94778800,4071.74512400,2744.32315700,1645.73144200,1888.17756200,2099.04380500,2483.93813600,3210.35754700,5244.04005100,66.2996379800,8.37709562200
ReAtlas_NonPowered_Dams.221,221,KY03012,37.6194984100,-86.4999993100,NHD,ROUGH RIVER LAKE DAM,CELRL,BRECKINRIDGE,FALLS OF ROUGH,KY,ROUGH RIVER,1959,334400,CE,92,Head estimated from NID,5,605.347308600,1030.55491300,1066.32894200,949.782597600,791.908686000,647.171861300,357.796838600,155.276231300,141.986742700,264.418166500,354.465271900,578.669272700,956.593619200,35084.7169500,5072.86527600,4740.99748800,4675.26679000,3772.39237200,3185.67756300,1704.42639200,764.341028600,698.924053300,1259.60112800,1744.84110200,2756.58998200,4708.79377200,47.9796686500,8.34750382100
ReAtlas_NonPowered_Dams.223,223,MD00069,39.4764418700,-79.0680044500,NHD,JENNINGS RANDOLPH DAM,CENAB,,,MD/WV,NORTH BRANCH POTOMAC RIVER,1981,130900,CE,197,Head estimated by upstream/downstream pool elevation,2,279.737494200,278.588879000,309.272076600,521.821801700,501.110259100,356.923703200,254.993348400,125.003954700,97.3949816800,215.965562900,143.055792500,235.814210300,322.632365700,34566.7299400,2923.74991000,2931.65927200,5476.44418200,5089.43181800,3745.86253600,2589.79184200,1311.89838800,1022.14621700,2193.41350000,1501.34981000,2395.00254300,3385.97991900,47.5726990500,8.29461816500
ReAtlas_NonPowered_Dams.224,224,OH00002,40.1571066700,-81.8500067200,NHD,WILLS CREEK DAM,CELRH,MUSKINGUM AND COSHOCTON,WILLS CREEK,OH,WILLS CREEK,1936,196000,CE,65,Head estimated from NID,5,853.848990000,1339.61877200,1138.97840600,1438.46828300,1336.99086500,950.022958600,761.259238700,482.973630200,370.717715300,478.057592800,422.889751700,549.648356100,994.818707800,34812.5483500,4638.79094500,3562.34030000,4981.08401200,4480.34623500,3289.71046800,2551.03086600,1672.42632700,1283.70997500,1602.00311900,1464.36970900,1841.90857800,3444.82782000,47.9796686500,8.28274832200
ReAtlas_NonPowered_Dams.227,227,OH00017,39.2504146100,-83.3550031100,NHD,PAINT CREEK DAM,CELRH,HIGHLAND AND ROSS,BAINBRIDGE,OH,PAINT CREEK,1973,145000,CE,99,Head estimated from NID,5,548.614900000,993.685318800,714.516339600,1054.44298300,780.949483200,643.007270400,560.276736900,225.019370000,148.330725400,207.146025000,294.312421800,332.622943700,635.012405000,34067.8073900,5240.76019000,3403.72070300,5561.20001300,3985.91393200,3391.26164100,2859.61499400,1186.76660900,782.305772100,1057.25945800,1552.22261400,1697.68525900,3349.09620700,47.9796686500,8.10555641100
ReAtlas_NonPowered_Dams.228,228,OH00427,39.8743202000,-84.1619275100,NHD,TAYLORSVILLE DAM,The Miami Conservancy District,MONTGOMERY,Dayton,OH,GREAT MIAMI RIVER,1922,386000,,54,Head estimated from NID,5,986.145330000,1709.17646100,1191.01327100,1736.36552900,1298.56578500,1116.93261800,965.161703000,656.859469100,313.244827700,432.344313100,595.860964700,653.103920300,1165.73439500,33773.4133400,4971.52657500,3129.07375800,5050.61213300,3655.32821500,3248.85131400,2716.83024900,1910.62443300,911.143478000,1217.00447100,1733.19647700,1838.41990500,3390.80232800,47.9796686500,8.03551293600
